id_review,business_id,stars,review_date,text_review,positive_sentiment,neutral_sentiment,negative_sentiment,negativ_sentiment
25764,162,2,2016-09-25,"Our server Maggie was friendly and fairly attentive but she didn't refill our drinks. the food was nothing to come back for. My father in laws meat was overlooked and tough. I tried a Greek dish since they offered it and wanted to be adventurous. It was called Pistachi or something like that but, sadly, I didn't care for it at all. Never had it before so perhaps that's how it's supposed to taste but didn't seem fresh & the bechamel sauce was over bearing (a huge bowl of it was served on the side but couldn't touch it). The Greek salad was ok cuz I don't care for iceberg lettuce and his was full of it. Presentation was mediocre. My mother in law did saw she liked her spinach pie. My niece got spaghetti & meatballs - a fairly large serving of pretty dry spaghetti noodles in a bowl with 1 large meatball. None of the food was very appealing looking. My husband said his chicken tenders and fries were ""ok"". All in all I would not recommend or be returning.",1,0,0,0
25765,162,1,2016-01-26,"Went there on Monday 1/25/16, about 5:30pm, place only had a few people. Sat in the back, Slow Slow service! Waited 9 minutes for a server, then another 10 for coffee. Soup was luke warm. Finally the server came back and I ordered Beef Tips and Noodles. Special of the day. I'm not a big meat eater anyway, but then 15 minutes later, the food finally came out. Luke warm, the meat had a odd taste. I just ate the noodles. Server said, I'll be right back with more coffee...waiting, waiting, 15 minutes later, server shows up, says: ""Oh I forgot your coffee!""  

In the booth in front of me was family hour. One of the other servers had a family member in. They were so loud, just yelling stupid stuff at each other. Everyone had to get in on this, just yelling. 

I'll never return to this place, even if they offered me a free meal. I would give it to the homeless. This place is poorly managed. But then it's a tourist trap for when the snow birds come into Clearwater.",0,1,0,0
25766,161,1,2018-02-17,"Food is good but management/workers stucks. Floors are covered in gease so on my last visit it was raining so it was wet too. I slipped 4 times total. When I ordered I let the guy behind the counter know about the issue and that I slipped coming in. The worker proceeded to glance at his coworker and snicker and said to me ok. I was so shocked I just placed my order and carried on. After slipping the second time and seeing no action taken by the worker I first reported the issue to, I spoke to the manager about the slippery floor and he said, with attitude, ""ya, it's raining so the floor is slippery"". I explained that it was the grease making it slippery, not just a water type slippery and that it should be mopped with grease cutter, he all but told me to get lost. On a previous visit the bathroom had NO hand soap and I watched a worker go into the bathroom and come out and go back to the food prep area, I about puked. Not to mention patrons need to have soap as half the food in the place is finger /hand food. Gross. I think we're done with this place.",0,1,0,0
25767,162,2,2016-09-05,This place is one food experience I could have lived without. I came here for breakfast and was let down by the veggie omelet as well as the mediocre service. The only time the waitress seemed genuinely interested in the table was when she dropped off the check. My boyfriend got the western omelet and felt it was nothing special. We will not be back.,1,0,0,0
25768,160,4,2018-11-27,"Been to a few Potbelly's and found the them to be very consistent. This location was no different. I had the Italian  and it was excellent. Service was prompt and accurate. Staff was friendly and wanted to ensure my order was correct.

Overall, great experience and will be back when in the area.",1,0,0,0
25769,162,2,2017-04-12,"Have ordered take out from here several times. I wont ever again. I never seem to get what is ordered! If they cant get a simple online order correctly filled, what must it be like in person!",1,0,0,0
25770,164,5,2016-07-21,"There was woman in front of me who had a large order, but the staff was quick to take care of her. When it came to me, the same service applied. I was impressed and they even offered a free drink because of the long wait and because of how hot it was outside. Thank you so much!",1,0,0,0
25771,166,1,2018-06-11,Still one of the worst stake n shake to go too. They need to hire people that are good with people. Even the manager was horrible.,0,1,0,0
25772,168,1,2018-11-03,Man wrong orders no meat in my nachos this place should be killed with a fork never EVER GOING HERE AGAIN yuck man I miss the taco bell in NYC every  was on point this was a parody,0,1,0,0
25773,166,1,2017-09-15,Horrible service. There were only 4 occupied tables. Didn't even get menus for 20 minutes. After 30 minutes we finally just walked out. Only 1 waitress working and she's terrible.,0,1,0,0
25774,181,4,2018-11-18,"I frequent the subway on Springhill Drive quite often. I continue to go there even though it's a little further from my home, because I really am impressed with the staff that works there. I really know what they're doing, and to do in a timely fashion.",1,0,0,0
25775,163,4,2016-07-11,I have only used the drive thru but always with excellent service. The staff is very friendly but I could do without the people outside taking orders. Just a bit much IMO.,1,0,0,0
25776,166,1,2018-10-20,"Hands down the worst managed place in west county. 
Time to close up shop!  Understaffed, unprepared and servers are overwhelmed if they have more than 1 table.",0,1,0,0
25777,166,1,2018-09-04,Worst Steak 'n Shake...sorry.  Waited 45 minutes for our food.  The restaurant is dirty and poorly staffed.  The food is good but it was served cold.  We aren't going back to this one.,0,1,0,0
